id,created_at,text,favorite_count,retweet_count
933772212452167680,2017-11-23,"b'When @RCRracing driver @RyanJNewman &amp; his family aren\xe2\x80\x99t at the track, they\xe2\x80\x99re surrounded by kids, animals &amp; of cour\xe2\x80\xa6 https://t.co/loDqlcOh3t'",32,4
933722334149709825,2017-11-23,b'Top 10 tips to grow a more profitable #landscaping business in the latest #OnTheLevel blog. https://t.co/Cj5bGsiR3K https://t.co/rRE3qzwTCH',27,5
933695427114885122,2017-11-23,"b'Happy Thanksgiving! Wishing you, your family and friends safe travels this holiday weekend (no matter how you get t\xe2\x80\xa6 https://t.co/pQ00tmxBLD'",121,21
933374035601317888,2017-11-22,"b'In this video, see how Cat GC models are a real game changer for some customers: https://t.co/VcSy0rmypy https://t.co/XkhbVScrl7'",30,13
933334301764186112,2017-11-22,"b""Tomorrow marks a special day for Caterpillar. Not only is it Thanksgiving Day in the U.S., it's also the 113th anni\xe2\x80\xa6 https://t.co/dT0tdnxGRa""",141,54
933067011860688901,2017-11-21,"b'Video: See how Cat excavators are designed, built and used. https://t.co/sz0hoLXYJL https://t.co/PSRjoiSd4T'",20,2
932981197474549760,2017-11-21,b'Top 10 tips to grow a more profitable #landscaping business in the latest #OnTheLevel blog. https://t.co/A6Hdk4yiCg https://t.co/ZV6d1ZjYE1',31,10
932956825846198272,2017-11-21,"b'When @RCRracing driver @RyanJNewman &amp; his family aren\xe2\x80\x99t at the track, they\xe2\x80\x99re surrounded by kids, animals &amp; of cour\xe2\x80\xa6 https://t.co/OqtApk6HPZ'",145,13
932598927718744064,2017-11-20,"b'Video: See how Cat excavators are designed, built and used. https://t.co/Z7PmGXHbeR https://t.co/Gu0F5xgNmW'",62,22
932430546222886913,2017-11-20,b'Congrats @RyanJNewman on a Top 10 finish at @HomesteadMiami today! And thanks @RCRracing for another great season! https://t.co/VV6EjH5NMa',160,22
932341580027097088,2017-11-19,b'Let\xe2\x80\x99s go No. 31! https://t.co/UQ0C7vgHij',40,7
931719129517756417,2017-11-18,b'More productivity + less waste = increased profitability. Learn how Caterpillar application experts used this formu\xe2\x80\xa6 https://t.co/7pxV7NK1Cd',26,5
931294581504794626,2017-11-16,b'More productivity + less waste = increased profitability. Learn how Caterpillar application experts used this formu\xe2\x80\xa6 https://t.co/1JjnuRSive',15,9
931208514797817858,2017-11-16,"b'Video: See how Cat excavators are designed, built and used. https://t.co/lzwCWMbIeW https://t.co/FyqGQitmpo'",43,11
930936723491774464,2017-11-15,"b'Video: See how Cat excavators are designed, built and used. https://t.co/NPpOsL6S5a https://t.co/ZiTjIOZ0FU'",93,15
930887133707022336,2017-11-15,b'@MrElliwood Please send us a DM with your contact info and we will connect you with an appropriate contact.',0,0
930870537076822021,2017-11-15,b'More productivity + less waste = increased profitability. Learn how Caterpillar application experts used this formu\xe2\x80\xa6 https://t.co/5oPoXWq8vz',18,9
930850417902280705,2017-11-15,"b'When @RCRracing driver @RyanJNewman &amp; his family aren\xe2\x80\x99t at the track, they\xe2\x80\x99re surrounded by kids, animals &amp; of cour\xe2\x80\xa6 https://t.co/s3AyIaRC6z'",290,26
930476694527447043,2017-11-14,b'More productivity + less waste = increased profitability. Learn how Caterpillar application experts used this formu\xe2\x80\xa6 https://t.co/n572fFsT4l',13,1
930471707030237187,2017-11-14,b'@philster007 We recommend replacing the seat belt. Seat belts should be replaced within 3 years of installation and\xe2\x80\xa6 https://t.co/HrRSA9xBJ4',0,0
930196848559689730,2017-11-13,"b'Congratulations to our team members at @SolarTurbines_, who are celebrating 90 years in business!\xe2\x80\xa6 https://t.co/1uz4ngBGiu'",26,6
930182776799813632,2017-11-13,"b'@Jose_Montiel_ To submit a request for sponsorship, please visit https://t.co/x9E8QBag0P'",0,0
930146525048647681,2017-11-13,"b'Congratulations to our team members at @SolarTurbines_, who are celebrating 90 years in business!\xe2\x80\xa6 https://t.co/0T0DBzbbO6'",17,6
930112802404077568,2017-11-13,"b'Congratulations to our team members at @SolarTurbines_, who are celebrating 90 years in business!\xe2\x80\xa6 https://t.co/awR54ploK4'",35,15
929506557943013376,2017-11-12,b'40 yrs ago NYC plunged into darkness. Thankfully Cat generators were there keeping (some of) the lights on.\xe2\x80\xa6 https://t.co/NCZxWGkBvS',60,16
929363607732834304,2017-11-11,"b'We appreciate our veterans every day, but we\xe2\x80\x99re thinking of you especially today. Thank you for your dedication to\xe2\x80\xa6 https://t.co/C2toWmLreO'",67,12
929179392781234176,2017-11-11,"b'Video: See how technology has changed the work done at the Caterpillar Foundry in Mapleton, Illinois\xe2\x80\xa6 https://t.co/T4qnPVNKBa'",15,2
929146935616950272,2017-11-11,"b""When communities need our help following a natural disaster, we're quick to respond. Here's how.\xe2\x80\xa6 https://t.co/PY3AFFmR98""",16,4
928807976726560768,2017-11-10,"b""See how Cat gensets provide 24/7 power to one of Brazil's largest shrimp farms and their #sustainable water system\xe2\x80\xa6 https://t.co/cAEPoE4lGu""",10,2
928713067051081729,2017-11-09,b'VP Phil Kelliher shares career advice and updates about how Caterpillar and Cat dealers work together:\xe2\x80\xa6 https://t.co/Yi1k9XwIZl',11,6
928683657115643906,2017-11-09,b'40 yrs ago NYC plunged into darkness. Thankfully Cat generators were there keeping (some of) the lights on.\xe2\x80\xa6 https://t.co/nWMszj5oBC',23,8
928679851405529088,2017-11-09,"b'Video: See how technology has changed the work done at the Caterpillar Foundry in Mapleton, Illinois\xe2\x80\xa6 https://t.co/lmkVRB3wnH'",15,5
928410328261685248,2017-11-08,"b""See how Cat gensets provide 24/7 power to one of Brazil's largest shrimp farms and their #sustainable water system\xe2\x80\xa6 https://t.co/M97vkHG79f""",19,5
928390697102782464,2017-11-08,"b""When communities need our help following a natural disaster, we're quick to respond. Here's how.\xe2\x80\xa6 https://t.co/bCHZOyozFc""",17,7
928370670471450625,2017-11-08,"b'@gypsyrea Hi! Would you be able to send us another photo of the port, but zoomed out to show more of the machine?'",1,0
928292303931936768,2017-11-08,"b'See what inspires Chuck, Mike, Elisabeth, Julio and George \xe2\x80\x93 who have worked at Caterpillar for 45 years!\xe2\x80\xa6 https://t.co/Ifbb2mDMgH'",16,5
